Crop,QueryType,StateName
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Barseem,	Plant Protection	,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Peas (field peas/ garden peas/matar),Cultural Practices,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Market Information,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Maize (Makka),Varieties,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Credit,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Maize (Makka),Varieties,PUNJAB
Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Pea (Vegetable),Fertilizer Use and Availability,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Maize (Makka),Sowing Time and Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Market Information,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Maize (Makka),Varieties,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Paddy (Dhan),Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Crop Insurance,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Mustard,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Maize (Makka),Varieties,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Onion,Fertilizer Use and Availability,PUNJAB
Citrus,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Mustard,Cultural Practices,PUNJAB
Paddy (Dhan),Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Acid Lime,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,TAMILNADU
Onion,Seeds and Planting Material,TAMILNADU
Sandal Wood,Seeds and Planting Material,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Others,Weather,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Nutmeg,Seeds and Planting Material,TAMILNADU
Others,Market Information,TAMILNADU
Sesame (Gingelly/Til)/Sesamum,Varieties,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Others,Training and Exposure Visits,TAMILNADU
Banana,Fertilizer Use and Availability,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Others,Soil Health Card,TAMILNADU
Others,Weather,TAMILNADU
Fresh Water,"Tank, Pond and Reservoir Management",TAMILNADU
Others,Weather,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Ash Gourd (Petha),Weather,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Sorghum (Jowar/Great Millet),Crop Insurance,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Chrysanthemum,Nutrient Management,TAMILNADU
Bottle Gourd ,	Plant Protection	,TAMILNADU
Others,Seeds,TAMILNADU
Tapioca (Cassava),Nutrient Management,TAMILNADU
Jasmine,Nutrient Management,TAMILNADU
Others,Crop Insurance,TAMILNADU
Others,Government Schemes,TAMILNADU
Others,Agriculture Mechanization,TAMILNADU
Others,Government Schemes,TAMILNADU
Others,Seeds,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Pea (Vegetable),Seeds and Planting Material,TAMILNADU
Others,Seeds,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Others,Market Information,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Others,Weather,TAMILNADU
Others,Training and Exposure Visits,TAMILNADU
Peas (field peas/ garden peas/matar),Seeds and Planting Material,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Mango,Fertilizer Use and Availability,TAMILNADU
Bhindi(Okra/Ladysfinger),Nutrient Management,TAMILNADU
Tomato,Nutrient Management,TAMILNADU
Others,Crop Insurance,TAMILNADU
Brinjal,Seeds and Planting Material,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Coconut,Nursery Management,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Banana,Agriculture Mechanization,TAMILNADU
Brinjal,	Plant Protection	,TAMILNADU
Onion,Cultural Practices,TAMILNADU
Bitter Gourd,	Plant Protection	,TAMILNADU
Others,Weather,TAMILNADU
Napier Grass,Nutrient Management,TAMILNADU
Paddy (Dhan),Fertilizer Use and Availability,TAMILNADU
Mango,Nutrient Management,TAMILNADU
Bottle Gourd ,Bio-Pesticides and Bio-Fertilizers,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Others,Crop Insurance,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Others,Government Schemes,TAMILNADU
Others,Nutrient Management,TAMILNADU
Tapioca (Cassava),	Plant Protection	,TAMILNADU
Coconut,Crop Insurance,TAMILNADU
Others,Market Information,TAMILNADU
Brinjal,Nutrient Management,TAMILNADU
Onion,Fertilizer Use and Availability,TAMILNADU
Watermelon,	Plant Protection	,TAMILNADU
Banana,Government Schemes,TAMILNADU
Others,Weather,TAMILNADU
Others,Seeds,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Coriander,Fertilizer Use and Availability,TAMILNADU
Others,Nutrient Management,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Cowpea (Vegetable),	Plant Protection	,TAMILNADU
"Castor (Rehri, Rendi, Arandi) ",Nutrient Management,TAMILNADU
"Bovine(Cow,Buffalo)",Animal Breeding,TAMILNADU
Tomato,Seeds and Planting Material,TAMILNADU
Banana,Nutrient Management,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Sesame (Gingelly/Til)/Sesamum,Nutrient Management,TAMILNADU
Bitter Gourd,	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Periwinkle,Cultural Practices,TAMILNADU
Others,Agriculture Mechanization,TAMILNADU
Others,Market Information,TAMILNADU
Maize (Makka),Sowing Time and Weather,TAMILNADU
Pumpkin,Nutrient Management,TAMILNADU
Onion,Nutrient Management,TAMILNADU
Coconut,Cultural Practices,TAMILNADU
Others,Seeds,TAMILNADU
Onion,Nutrient Management,TAMILNADU
Others,Weather,TAMILNADU
Bottle Gourd ,Nutrient Management,TAMILNADU
Others,Cultural Practices,TAMILNADU
Others,Seeds,TAMILNADU
Others,Seeds,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Others,Government Schemes,TAMILNADU
Others,Training and Exposure Visits,TAMILNADU
Periwinkle,Seeds and Planting Material,TAMILNADU
Citrus,Nutrient Management,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Brinjal,Nutrient Management,TAMILNADU
Groundnut (pea nut/mung phalli),Sowing Time and Weather,TAMILNADU
Cotton (Kapas),Fertilizer Use and Availability,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Others,Crop Insurance,TAMILNADU
Others,Weather,TAMILNADU
Others,Government Schemes,TAMILNADU
Others,Cultural Practices,TAMILNADU
Others,Seeds,TAMILNADU
"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Tuberose,Nutrient Management,TAMILNADU
Tuberose,Nutrient Management,TAMILNADU
Coconut,Nursery Management,TAMILNADU
"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TAMILNADU
Banana,Seeds and Planting Material,TAMILNADU
Watermelon,	Plant Protection	,TAMILNADU
Coriander,Cultural Practices,TAMILNADU
Bitter Gourd,	Plant Protection	,TAMILNADU
Others,Storage,TAMILNADU
Citrus,	Plant Protection	,TAMILNADU
Tomato,Nutrient Management,TAMILNADU
Maize (Makka),Seeds,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Others,Cultural Practices,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Stevia,Seeds and Planting Material,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Brinjal,Nutrient Management,TAMILNADU
Ash Gourd (Petha),Vegetative Propagation and Tissue Culture,TAMILNADU
Coconut,	Plant Protection	,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Others,Agriculture Mechanization,TAMILNADU
Paddy (Dhan),Fertilizer Use and Availability,TAMILNADU
Others,	Water Management	,TAMILNADU
Tomato,Nutrient Management,TAMILNADU
Tapioca (Cassava),Fertilizer Use and Availability,TAMILNADU
Others,Weather,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Pepper,Cultural Practices,TAMILNADU
Onion,Nursery Management,TAMILNADU
Onion,Nutrient Management,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Aonla,	Plant Protection	,TAMILNADU
Cocoa,Market Information,TAMILNADU
Others,	Water Management	,TAMILNADU
Onion,Cultural Practices,TAMILNADU
Others,Government Schemes,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Others,Organic Farming,TAMILNADU
Others,Market Information,TAMILNADU
Coconut,Market Information,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Others,Training and Exposure Visits,TAMILNADU
Brinjal,Cultural Practices,TAMILNADU
Paddy (Dhan),Nutrient Management,TAMILNADU
Paddy (Dhan),Nutrient Management,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Banana,Nutrient Management,TAMILNADU
Others,Weather,TAMILNADU
Others,Seeds,TAMILNADU
Lab Lab,	Plant Protection	,TAMILNADU
Bitter Gourd,Nutrient Management,TAMILNADU
Bitter Gourd,Vegetative Propagation and Tissue Culture,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Citrus,Vegetative Propagation and Tissue Culture,TAMILNADU
Lab Lab,	Plant Protection	,TAMILNADU
Banana,Nutrient Management,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Tomato,Nutrient Management,TAMILNADU
Paddy (Dhan),	Plant Protection	,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Brinjal,Cultural Practices,TAMILNADU
Bitter Gourd,	Plant Protection	,TAMILNADU
Others,Weather,TAMILNADU
Black Gram (urd bean),Weather,TAMILNADU
Papaya,	Plant Protection	,TAMILNADU
Papaya,	Plant Protection	,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Coconut,Nutrient Management,TAMILNADU
Others,Market Information,TAMILNADU
Tomato,	Plant Protection	,TAMILNADU
Sorghum (Jowar/Great Millet),	Plant Protection	,TAMILNADU
Sorghum (Jowar/Great Millet),	Plant Protection	,TAMILNADU
Sorghum (Jowar/Great Millet),	Plant Protection	,TAMILNADU
Cowpea (Vegetable),Nutrient Management,TAMILNADU
Others,Government Schemes,TAMILNADU
Banana,	Plant Protection	,TAMILNADU
Bitter Gourd,Nutrient Management,TAMILNADU
Others,Weather,TAMILNADU
Ash Gourd (Petha),Training and Exposure Visits,TAMILNADU
Others,Weather,TAMILNADU
Others,Weather,TAMILNADU
Others,Weather,TAMILNADU
Black Gram (urd bean),Nutrient Management,TAMILNADU
Bitter Gourd,Fertilizer Use and Availability,TAMILNADU
Bitter Gourd,Fertilizer Use and Availability,TAMILNADU
Ridge Gourd,Seeds and Planting Material,TAMILNADU
Sugarcane (Noble Cane),Cultural Practices,TAMILNADU
Paddy (Dhan),	Plant Protection	,TAMILNADU
Others,Bio-Pesticides and Bio-Fertilizers,TAMILNADU
Others,Seeds,TAMILNADU
Banana,Seeds and Planting Material,TAMILNADU
Groundnut (pea nut/mung phalli),	Plant Protection	,TAMILNADU
Others,Market Information,TAMILNADU
Onion,Nutrient Management,TAMILNADU
Bottle Gourd ,Cultural Practices,TAMILNADU
Others,	Plant Protection	,TAMILNADU
Banana,Nutrient Management,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Coconut,Fertilizer Use and Availability,TAMILNADU
Chillies,Nutrient Management,TAMILNADU
Amarphophallus (Surankand/Elephant Foot Yam),"Power, Roads etc.",TAMILNADU
Banana,Cultural Practices,TAMILNADU
Tapioca (Cassava),Fertilizer Use and Availability,TAMILNADU
Tapioca (Cassava),Fertilizer Use and Availability,TAMILNADU
Tapioca (Cassava),Fertilizer Use and Availability,TAMILNADU
Marigold,Cultural Practices,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Others,Nutrient Management,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Coconut,Market Information,TAMILNADU
Brinjal,	Plant Protection	,TAMILNADU
Cotton (Kapas),Nutrient Management,TAMILNADU
Coconut,Nursery Management,TAMILNADU
Onion,	Plant Protection	,TAMILNADU
Pumpkin,Cultural Practices,TAMILNADU
Pumpkin,Seeds and Planting Material,TAMILNADU
Others,Government Schemes,TAMILNADU
Brackish,Magur Breeding and Culture,TAMILNADU
Coconut,Seeds and Planting Material,TAMILNADU
Coconut,"Water Management, Micro Irrigation",TAMILNADU
Coconut,Cultural Practices,TAMILNADU
Bhindi(Okra/Ladysfinger),Cultural Practices,TAMILNADU
