index,Sector,Category,Crop,QueryType,StateName,DistrictName
23092,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23093,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23094,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23095,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23096,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23097,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23098,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23099,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23100,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23101,HORTICULTURE,Vegetables,Pea (Vegetable),Fertilizer Use and Availability,PUNJAB,PATIALA
23102,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23103,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23104,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23105,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23106,AGRICULTURE,Others,Others,	Plant Protection	,PUNJAB,PATIALA
23107,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23108,AGRICULTURE,Others,Others,Weed Management,PUNJAB,PATIALA
23109,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23110,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23111,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23112,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23113,AGRICULTURE,Others,Others,Weed Management,PUNJAB,PATIALA
23114,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23115,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23117,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23118,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23119,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23120,HORTICULTURE,Vegetables,Onion,Cultural Practices,PUNJAB,PATIALA
23122,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,PUNJAB,PATIALA
23123,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23124,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23125,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23126,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23127,AGRICULTURE,Cereals,Wheat,Weather,PUNJAB,PATIALA
23128,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23129,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Varieties,PUNJAB,PATIALA
23130,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23131,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23132,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23133,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23136,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23137,AGRICULTURE,Cereals,Wheat,Weather,PUNJAB,PATIALA
23138,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23139,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23140,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23141,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23142,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23143,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23144,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23145,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23146,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23147,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23148,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23149,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23150,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23151,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23152,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23153,HORTICULTURE,Fruits,Citrus,Weather,PUNJAB,PATIALA
23156,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23157,HORTICULTURE,Vegetables,Potato,	Plant Protection	,PUNJAB,PATIALA
23158,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23160,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23161,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23162,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23163,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23164,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23165,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23166,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,PUNJAB,PATIALA
23167,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23168,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23169,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23170,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23172,HORTICULTURE,Vegetables,Pea (Vegetable),Nursery Management,PUNJAB,PATIALA
23173,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23174,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23175,AGRICULTURE,Fodder Crops,Barseem,Nutrient Management,PUNJAB,PATIALA
23177,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23178,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23179,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23180,HORTICULTURE,Vegetables,Pea (Vegetable),Weather,PUNJAB,PATIALA
23181,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23182,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23183,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23184,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23185,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23186,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23187,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23188,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23189,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23190,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23191,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23192,HORTICULTURE,Fruits,Guava,	Plant Protection	,PUNJAB,PATIALA
23194,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23195,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23196,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23197,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23198,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23199,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23200,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23201,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23202,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23203,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23204,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23205,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23206,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23207,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23208,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23209,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23210,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23211,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23212,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23213,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23214,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23215,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23216,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23217,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23218,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23219,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23220,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23221,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23222,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23223,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23224,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23225,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23226,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23227,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23228,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23229,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23230,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23231,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23232,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23233,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23234,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23235,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23236,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23237,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23238,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23239,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23240,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23241,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23242,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23243,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23244,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23245,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23246,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23248,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23250,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23251,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23252,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23253,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23254,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23255,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23256,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23258,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23259,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23260,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23261,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23262,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23263,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23264,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23265,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23266,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23267,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23268,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23269,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23270,HORTICULTURE,Vegetables,Potato,	Plant Protection	,PUNJAB,PATIALA
23271,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23272,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23273,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23274,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23275,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23276,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23277,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23278,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23279,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23280,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23281,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23282,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23283,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23284,AGRICULTURE,Cereals,Wheat,	Water Management	,PUNJAB,PATIALA
23285,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23286,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23287,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23288,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23289,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23290,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23291,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23292,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23293,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23294,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23295,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23296,HORTICULTURE,Vegetables,Pea (Vegetable),"Water Management, Micro Irrigation",PUNJAB,PATIALA
23297,HORTICULTURE,Vegetables,Tomato,Cultural Practices,PUNJAB,PATIALA
23298,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23299,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23300,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23301,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23302,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23303,HORTICULTURE,Vegetables,Pea (Vegetable),Nutrient Management,PUNJAB,PATIALA
23304,AGRICULTURE,Cereals,Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB,PATIALA
23305,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23306,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23307,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23308,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23309,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23310,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23311,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23312,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23313,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23314,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23315,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23316,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23317,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23318,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23319,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23320,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23321,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23322,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23323,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23324,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23325,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23326,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23327,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23329,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23330,ANIMAL HUSBANDRY,Animal,Others,Credit,PUNJAB,PATIALA
23331,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23332,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23333,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23334,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23335,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23336,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23337,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23338,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23339,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23340,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23341,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23342,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23343,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23344,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23345,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23346,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23347,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23348,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23349,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23350,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23351,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23352,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23353,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23354,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23355,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23356,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23357,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23358,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23359,AGRICULTURE,Others,Others,Cultural Practices,PUNJAB,PATIALA
23360,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23361,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23363,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23364,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23365,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23366,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23367,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23368,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23369,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23370,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23371,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23372,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23373,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23374,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23375,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23376,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23377,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23378,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23379,AGRICULTURE,Others,Others,Cultural Practices,PUNJAB,PATIALA
23380,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23381,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23382,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23383,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23384,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23385,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23386,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23387,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23388,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23389,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23390,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23391,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23392,HORTICULTURE,Fruits,Guava,Cultural Practices,PUNJAB,PATIALA
23393,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23394,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23395,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23396,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23397,HORTICULTURE,Flowers,Marigold,	Plant Protection	,PUNJAB,PATIALA
23398,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23399,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23400,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23401,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23402,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23403,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23404,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23405,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23406,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23407,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23408,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23409,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23410,AGRICULTURE,Others,Others,Credit,PUNJAB,PATIALA
23411,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23412,AGRICULTURE,Cereals,Wheat,Market Information,PUNJAB,PATIALA
23413,AGRICULTURE,Others,Others,Sowing Time and Weather,PUNJAB,PATIALA
23414,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23415,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23416,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23417,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23418,AGRICULTURE,Others,Others,Weed Management,PUNJAB,PATIALA
23419,AGRICULTURE,Others,Others,Government Schemes,PUNJAB,PATIALA
23420,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23421,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23422,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23423,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23424,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23425,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23426,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23427,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23428,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23429,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23430,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23431,HORTICULTURE,Fruits,Guava,Seeds,PUNJAB,PATIALA
23432,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23434,HORTICULTURE,Vegetables,Pea (Vegetable),	Plant Protection	,PUNJAB,PATIALA
23435,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23436,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23437,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23438,HORTICULTURE,Vegetables,Pea (Vegetable),	Plant Protection	,PUNJAB,PATIALA
23439,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23440,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23441,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23442,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23443,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23444,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23445,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23446,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23447,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23448,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23449,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23450,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,PUNJAB,PATIALA
23451,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23452,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23453,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23454,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23455,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23456,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23457,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23458,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23459,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23460,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23462,HORTICULTURE,Vegetables,Spinach (Palak),Bio-Pesticides and Bio-Fertilizers,PUNJAB,PATIALA
23463,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23464,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23465,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23466,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23467,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23468,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23470,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23471,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23472,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23473,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23474,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23475,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23476,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23477,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23478,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23479,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
